om,yr,mo,dy,date,time,ts,UTC,tz,st,slat,slon,elat,elon,tempmax,tempmin,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility
619919,2021,5,3,5/3/2021,19:00:00,5/3/2021 19:00,5/4/2021 0:00,3,TX,32.2771,-97.1279,32.2797,-97.1251,,,83.2,70.7,72.7,0,,12.6,143,999.2,0,9.7
619920,2021,5,3,5/3/2021,19:37:00,5/3/2021 19:37,5/4/2021 0:37,3,PA,40.976,-80.21,40.976,-80.21,,,65,90.5,62.2,0.005,['rain'],1.1,53,1004.5,100,9.9
619921,2021,5,3,5/3/2021,19:43:00,5/3/2021 19:43,5/4/2021 0:43,3,TX,32.28,-96.91,32.32,-96.83,,,82.3,70,71.5,0,,9.1,134,1000.5,58.2,9.9
619922,2021,5,3,5/3/2021,20:33:00,5/3/2021 20:33,5/4/2021 1:33,3,OK,35.363,-94.547,35.583,-94.119,,,78.6,71.8,68.7,0,,3.3,91,1001.7,61.7,9.9
619922,2021,5,3,5/3/2021,20:33:00,5/3/2021 20:33,5/4/2021 1:33,3,OK,35.363,-94.547,35.405,-94.436,,,78.6,71.8,68.7,0,,3.3,91,1001.7,61.7,9.9
619922,2021,5,3,5/3/2021,20:41:00,5/3/2021 20:41,5/4/2021 1:41,3,AR,35.405,-94.436,35.583,-94.119,,,78.9,71.7,69,0,,4.3,98,1001.4,53.5,9.9
619923,2021,5,3,5/3/2021,20:36:00,5/3/2021 20:36,5/4/2021 1:36,3,OK,35.409,-94.578,35.476,-94.417,,,78.3,72.6,68.7,0,,2.8,77,1002,67.1,9.9
619923,2021,5,3,5/3/2021,20:36:00,5/3/2021 20:36,5/4/2021 1:36,3,OK,35.409,-94.578,35.46,-94.443,,,78.3,72.6,68.7,0,,2.8,77,1002,67.1,9.9
619923,2021,5,3,5/3/2021,20:45:00,5/3/2021 20:45,5/4/2021 1:45,3,AR,35.46,-94.443,35.476,-94.417,,,78.8,71.8,68.9,0,,3.9,95,1001.5,57,9.9
619924,2021,5,3,5/3/2021,21:06:00,5/3/2021 21:06,5/4/2021 2:06,3,AR,35.555,-94.153,35.575,-94.112,,,78,71.4,68,0,,3.7,91,1001.9,67.8,9.9
619925,2021,5,4,5/4/2021,1:09:00,5/4/2021 1:09,5/4/2021 6:09,3,AR,36.1466,-90.5353,36.1379,-90.4966,,,71.8,96.3,70.7,0,,4.4,49,1004.8,45.4,5
619926,2021,5,4,5/4/2021,1:55:00,5/4/2021 1:55,5/4/2021 6:55,3,MO,36.3001,-89.7007,36.3179,-89.657,,,73.7,91.5,71.1,0,,5.1,152,1005,18.5,5.9
619927,2021,5,4,5/4/2021,2:19:00,5/4/2021 2:19,5/4/2021 7:19,3,MO,36.623,-89.262,36.641,-89.199,,,68.8,96.9,67.9,0,,0,0,1005.3,66.8,4.4
619928,2021,5,4,5/4/2021,2:23:00,5/4/2021 2:23,5/4/2021 7:23,3,TN,36.4123,-89.1602,36.4279,-89.1176,,,72.6,95.2,71.1,0,,1.7,82,1006.2,84.9,8.2
619929,2021,5,4,5/4/2021,2:31:00,5/4/2021 2:31,5/4/2021 7:31,3,KY,36.661,-89.089,36.67,-88.995,,,68,98.5,67.5,0.01,['rain'],1.5,58,1004.6,83.7,3.4
619930,2021,5,4,5/4/2021,2:33:00,5/4/2021 2:33,5/4/2021 7:33,3,KY,36.52,-89.031,36.544,-88.926,,,72.1,93.6,70.1,0.014,['rain'],5.5,104,1005.5,84.5,8.2
619931,2021,5,4,5/4/2021,2:55:00,5/4/2021 2:55,5/4/2021 7:55,3,KY,36.5544,-88.6519,36.57,-88.57,,,72.1,93.2,70.1,0.013,['rain'],5.3,104,1005.5,86.3,8.4
619932,2021,5,4,5/4/2021,2:59:00,5/4/2021 2:59,5/4/2021 7:59,3,KY,36.758,-88.578,36.761,-88.569,,,69.7,100,69.7,0.039,['rain'],0,0,1006.1,100,6.8
619933,2021,5,4,5/4/2021,3:35:00,5/4/2021 3:35,5/4/2021 8:35,3,TN,36.317,-88.042,36.327,-87.987,,,74.2,92.3,71.8,0.006,['rain'],11.6,191,1004.8,25.2,7.1
619934,2021,5,4,5/4/2021,4:12:00,5/4/2021 4:12,5/4/2021 9:12,3,KY,36.819,-87.468,36.814,-87.421,,,72.5,96.2,71.4,0,,12.7,188,1004,2,9
619935,2021,5,4,5/4/2021,4:54:00,5/4/2021 4:54,5/4/2021 9:54,3,TN,36.3537,-86.92,36.3474,-86.8324,,,74.6,88.8,71.1,0,,9.9,193,1006.3,95.6,9.4
619936,2021,5,4,5/4/2021,4:56:00,5/4/2021 4:56,5/4/2021 9:56,3,TN,36.5621,-86.8271,36.5627,-86.7961,,,73.5,93.1,71.4,0,,7.4,182,1006.4,89,8.3
619937,2021,5,4,5/4/2021,5:01:00,5/4/2021 5:01,5/4/2021 10:01,3,TN,36.4675,-86.7798,36.472,-86.742,,,74,91,71.2,0,,8.5,186,1006.4,91.5,8.8
619938,2021,5,4,5/4/2021,5:02:00,5/4/2021 5:02,5/4/2021 10:02,3,TN,36.5732,-86.7618,36.5781,-86.5951,,,73.8,91.8,71.3,0,,8.1,184,1006.4,90.4,8.6
619939,2021,5,4,5/4/2021,5:03:00,5/4/2021 5:03,5/4/2021 10:03,3,TN,36.348,-86.7939,36.358,-86.6808,,,74.7,87.8,70.9,0,,10.3,193,1006.3,96.8,9.6
619940,2021,5,4,5/4/2021,5:10:00,5/4/2021 5:10,5/4/2021 10:10,3,TN,36.4684,-86.6593,36.4705,-86.6468,,,74.4,88.8,70.8,0,,9.7,189,1006.4,94.4,9.2
619941,2021,5,4,5/4/2021,5:21:00,5/4/2021 5:21,5/4/2021 10:21,3,TN,36.3542,-86.5601,36.3604,-86.4954,,,74.7,85.9,70.2,0,,11.1,189,1006.6,98.2,9.7
619942,2021,5,4,5/4/2021,5:31:00,5/4/2021 5:31,5/4/2021 10:31,3,TN,36.3567,-86.4174,36.3697,-86.298,,,75.4,84,70.2,0,,10.6,195,1007.2,100,9.9
619943,2021,5,4,5/4/2021,5:38:00,5/4/2021 5:38,5/4/2021 10:38,3,TN,36.4226,-86.3137,36.403,-86.228,,,75.1,86,70.6,0,,10.9,194,1007.1,100,9.4
619944,2021,5,4,5/4/2021,5:54:00,5/4/2021 5:54,5/4/2021 10:54,3,TN,36.3945,-86.1153,36.3797,-86.0613,,,74.7,85.6,70.1,0,,10,192,1007.8,100,9.9
619945,2021,5,4,5/4/2021,5:56:00,5/4/2021 5:56,5/4/2021 10:56,3,TN,36.5314,-86.0504,36.5097,-86.0288,,,65,89,61.7,0.082,['rain'],7,43,1007.6,100,7.4
619946,2021,5,4,5/4/2021,6:20:00,5/4/2021 6:20,5/4/2021 11:20,3,TN,36.0571,-86.0347,36.058,-86.0161,,,72.9,90.3,69.9,0,,7.9,193,1008.8,100,9.7
619947,2021,5,4,5/4/2021,6:43:00,5/4/2021 6:43,5/4/2021 11:43,3,TN,36.0021,-85.8028,35.9735,-85.7256,,,71.3,93.6,69.4,0,,6.5,180,1009.2,93.5,9
619948,2021,5,4,5/4/2021,7:07:00,5/4/2021 7:07,5/4/2021 12:07,3,TN,35.9738,-85.4938,35.9635,-85.4786,,,71.3,94.6,69.7,0,,6.7,180,1009.2,95.7,8.6
619949,2021,5,4,5/4/2021,8:01:00,5/4/2021 8:01,5/4/2021 13:01,3,MS,32.0521,-90.0492,32.0899,-89.8896,,,77.2,85.3,72.5,0,,8.6,27,1009.7,93.6,7.2
619950,2021,5,4,5/4/2021,8:44:00,5/4/2021 8:44,5/4/2021 13:44,3,AL,34.8445,-85.6401,34.8422,-85.6311,,,71.3,99.3,71.1,0.028,['rain'],6.2,218,1011.2,94.9,5.4
619951,2021,5,4,5/4/2021,11:21:00,5/4/2021 11:21,5/4/2021 16:21,3,GA,34.4797,-83.9624,34.4785,-83.8799,,,70.4,83.8,65.3,0.005,['rain'],9,220,1013.4,86.8,9.9
619952,2021,5,4,5/4/2021,12:13:00,5/4/2021 12:13,5/4/2021 17:13,3,LA,32.3547,-91.917,32.3636,-91.7709,,,83.7,73.6,74.3,0,,12,201,1009.1,90.8,6.8
619953,2021,5,4,5/4/2021,12:51:00,5/4/2021 12:51,5/4/2021 17:51,3,PA,41.3053,-78.5175,41.3067,-78.5061,,,70.3,73.6,61.5,0,,10.5,207,1006.4,94.6,9.9
619954,2021,5,4,5/4/2021,12:59:00,5/4/2021 12:59,5/4/2021 17:59,3,LA,32.3222,-91.115,32.2575,-90.8213,,,84.2,74.2,75,0.012,['rain'],13.1,180,1009.2,56.4,7.8
619954,2021,5,4,5/4/2021,12:59:00,5/4/2021 12:59,5/4/2021 17:59,3,LA,32.3222,-91.115,32.289,-90.981,,,84.2,74.2,75,0.012,['rain'],13.1,180,1009.2,56.4,7.8
619954,2021,5,4,5/4/2021,13:07:00,5/4/2021 13:07,5/4/2021 18:07,3,MS,32.289,-90.981,32.2575,-90.8213,,,82.7,83.5,77.3,0.012,['rain'],11.6,180,1009.1,69.5,7.2
619955,2021,5,4,5/4/2021,13:22:00,5/4/2021 13:22,5/4/2021 18:22,3,MS,32.728,-90.3697,32.7393,-90.2118,,,83.6,72.3,73.7,0.01,['rain'],12.9,176,1009,87.2,9.6
619956,2021,5,4,5/4/2021,13:24:00,5/4/2021 13:24,5/4/2021 18:24,3,MS,32.4641,-90.5194,32.3251,-90.0225,,,83.4,72.8,73.8,0.011,['rain'],13,177,1009,86.4,9.5
619957,2021,5,4,5/4/2021,14:06:00,5/4/2021 14:06,5/4/2021 19:06,3,MS,32.5982,-89.6168,32.5989,-89.3597,,,80.3,80.8,73.9,0.073,['rain'],8.1,190,1007.3,89,8.1
619958,2021,5,4,5/4/2021,14:23:00,5/4/2021 14:23,5/4/2021 19:23,3,SC,34.3035,-81.1407,34.3143,-81.0767,,,82.4,54.5,64.4,0,,12.7,220,1013.2,49.7,9.9
619959,2021,5,4,5/4/2021,14:43:00,5/4/2021 14:43,5/4/2021 19:43,3,MS,32.4586,-88.9638,32.4953,-88.8797,,,82.9,69.6,72,0,,7.5,196,1007.8,90.8,9.9
619960,2021,5,4,5/4/2021,15:08:00,5/4/2021 15:08,5/4/2021 20:08,3,MS,32.4099,-88.5223,32.4296,-88.4676,,,84.2,66.8,72,0,,10.6,204,1008.2,93.3,9.9
619961,2021,5,4,5/4/2021,16:19:00,5/4/2021 16:19,5/4/2021 21:19,3,AL,32.7381,-87.2159,32.7651,-86.7926,,,70.9,89.4,67.6,0.934,['rain'],8.9,7,1006.5,98.1,3.3
619962,2021,5,4,5/4/2021,17:17:00,5/4/2021 17:17,5/4/2021 22:17,3,AL,32.4707,-86.4421,32.4263,-86.2686,,,87,56.4,69.6,0,,11.2,191,1008.4,42.3,9.9
619963,2021,5,4,5/4/2021,17:46:00,5/4/2021 17:46,5/4/2021 22:46,3,AL,32.3667,-85.9491,32.3525,-85.9159,,,86,56.5,68.8,0,,13.5,202,1009.2,44,9.9
619964,2021,5,5,5/5/2021,15:10:00,5/5/2021 15:10,5/5/2021 20:10,3,NE,41.9,-97.74,41.9,-97.74,,,59.3,62.4,46.5,0.003,['rain'],13.6,178,1018.1,63.2,9.9
619965,2021,5,5,5/5/2021,15:30:00,5/5/2021 15:30,5/5/2021 20:30,3,NE,40.47,-98.02,40.47,-98.02,,,68.3,41,43.7,0,,15.2,243,1017.3,60.7,9.9
619966,2021,5,5,5/5/2021,15:42:00,5/5/2021 15:42,5/5/2021 20:42,3,NE,42.63,-97.28,42.63,-97.28,,,61.7,56.2,45.9,0,,16.5,153,1017.9,86.2,9.9
619967,2021,5,6,5/6/2021,13:11:00,5/6/2021 13:11,5/6/2021 18:11,3,IL,39.4865,-89.0643,39.4881,-89.067,,,60.9,68.1,50.3,0,,11.1,241,1017.5,88.2,9.9
619968,2021,5,6,5/6/2021,14:10:00,5/6/2021 14:10,5/6/2021 19:10,3,IL,39.0294,-88.7493,39.0287,-88.7485,,,58.8,74.2,50.7,0,,6.4,168,1017.8,100,9.9
619969,2021,5,6,5/6/2021,14:30:00,5/6/2021 14:30,5/6/2021 19:30,3,IL,38.9375,-88.6597,38.9368,-88.6591,,,55.9,79.2,49.6,0.024,['rain'],4.1,173,1017.4,20.8,9.3
619970,2021,5,6,5/6/2021,16:00:00,5/6/2021 16:00,5/6/2021 21:00,3,IL,38.57,-88.433,38.5657,-88.4251,,,55.3,84.7,50.8,0.008,['rain'],8.9,268,1016.5,12,9.9
619971,2021,5,6,5/6/2021,16:01:00,5/6/2021 16:01,5/6/2021 21:01,3,IL,38.6613,-88.2225,38.6598,-88.2215,,,56.5,75.5,48.9,0.027,['rain'],6.3,348,1016.2,40.3,9.9
619972,2021,5,7,5/7/2021,17:40:00,5/7/2021 17:40,5/7/2021 22:40,3,TX,35.5241,-101.0842,35.5276,-101.0261,,,88,21.4,43.7,0.001,['rain'],20.1,190,1010.7,3.7,9.9
619973,2021,5,9,5/9/2021,15:30:00,5/9/2021 15:30,5/9/2021 20:30,3,AR,34.941,-90.972,34.936,-90.963,,,79.3,73.8,70.2,0,,16.3,210,1008.8,56.4,9.9
619974,2021,5,9,5/9/2021,16:08:00,5/9/2021 16:08,5/9/2021 21:08,3,TN,35.473,-89.8984,35.4636,-89.8138,,,76.5,83.8,71.2,0.001,['rain'],14,202,1008.7,57.9,7.9
619975,2021,5,9,5/9/2021,18:38:00,5/9/2021 18:38,5/9/2021 23:38,3,TN,35.8373,-86.7593,35.8424,-86.7468,,,65.3,92.9,63.2,0.005,['rain'],3.3,51,1010,100,9.6
619976,2021,5,10,5/10/2021,14:46:00,5/10/2021 14:46,5/10/2021 19:46,3,NC,35.9,-79.35,35.9057,-79.3292,,,78.2,59.1,62.8,0,,8.1,190,1012,62.6,9.9
619977,2021,5,10,5/10/2021,17:24:00,5/10/2021 17:24,5/10/2021 22:24,3,TX,30.7166,-95.5727,30.7244,-95.5758,,,92,55.9,74,0,,9.2,219,1010.8,28.3,9.9
619978,2021,5,11,5/11/2021,13:10:00,5/11/2021 13:10,5/11/2021 18:10,3,TX,30.98,-95.63,30.98,-95.6299,,,83.2,75.5,74.7,0,,5.7,99,1013.9,90.5,9.9
619979,2021,5,11,5/11/2021,17:14:00,5/11/2021 17:14,5/11/2021 22:14,3,TX,30.3007,-95.0109,30.2998,-95.0069,,,84.6,57.3,67.8,0,,12.8,170,1011.8,51.3,6.9
619980,2021,5,12,5/12/2021,1:05:00,5/12/2021 1:05,5/12/2021 6:05,3,LA,29.9492,-90.119,29.9475,-90.0331,,,75,90.3,72,0,,3.3,34,1016.1,85.8,9.9
619981,2021,5,13,5/13/2021,19:10:00,5/13/2021 19:10,5/14/2021 0:10,3,KS,39.42,-101.76,39.42,-101.76,,,73,38.3,46.1,0,,27.6,180,1014.9,2.6,9.9
619982,2021,5,14,5/14/2021,18:52:00,5/14/2021 18:52,5/14/2021 23:52,3,MN,44.7089,-96.2051,44.7074,-96.1998,,,66.9,54.6,50,0,,16.2,121,1015.6,99.4,9.9
619983,2021,5,15,5/15/2021,11:54:00,5/15/2021 11:54,5/15/2021 16:54,3,SD,42.966,-97.121,42.962,-97.096,,,69.9,62.7,56.6,0,,3.4,313,1018.1,2,9.9
619984,2021,5,15,5/15/2021,15:35:00,5/15/2021 15:35,5/15/2021 20:35,3,IA,42.5548,-94.4549,42.5522,-94.4494,,,75.8,34.3,45.6,0,,8.4,333,1017.7,26.7,9.9
619985,2021,5,15,5/15/2021,16:49:00,5/15/2021 16:49,5/15/2021 21:49,3,IA,43.3922,-92.4154,43.3922,-92.4154,,,66.5,58.1,51.3,0,,9.2,98,1017.3,15.3,7.8
619986,2021,5,15,5/15/2021,18:19:00,5/15/2021 18:19,5/15/2021 23:19,3,CO,38.02,-103.72,38.0218,-103.6754,,,76.7,43.6,52.9,0,,12.8,81,1008,0,9.9
619987,2021,5,16,5/16/2021,10:14:00,5/16/2021 10:14,5/16/2021 15:14,3,TX,31.2132,-97.3801,31.2396,-97.3685,,,70.9,96.6,69.9,0,,15.7,140,1015.4,100,9.8
619988,2021,5,16,5/16/2021,12:42:00,5/16/2021 12:42,5/16/2021 17:42,3,TX,32.2576,-97.085,32.29,-97.074,,,69.3,100,69.3,0.216,['rain'],8.4,157,1015.6,98.8,3.8
619989,2021,5,16,5/16/2021,13:00:00,5/16/2021 13:00,5/16/2021 18:00,3,TX,32.8448,-96.7982,32.8484,-96.7964,,,70,89.6,66.8,0.287,['rain'],10,157,1015,100,2.3
619990,2021,5,16,5/16/2021,13:08:00,5/16/2021 13:08,5/16/2021 18:08,3,TX,32.3057,-96.9809,32.3167,-96.9729,,,68.7,99.8,68.6,0.282,['rain'],6.6,162,1015.8,100,2.9
619991,2021,5,16,5/16/2021,13:10:00,5/16/2021 13:10,5/16/2021 18:10,3,TX,32.8972,-96.778,32.9049,-96.7731,,,70,89.7,66.8,0.281,['rain'],10.8,154,1014.9,100,2.8
619992,2021,5,16,5/16/2021,14:14:00,5/16/2021 14:14,5/16/2021 19:14,3,TX,32.4003,-96.9627,32.409,-96.9588,,,68.9,99,68.6,0.421,['rain'],11,147,1015.1,100,3.6
619993,2021,5,16,5/16/2021,16:15:00,5/16/2021 16:15,5/16/2021 21:15,3,CO,38.48,-103.87,38.485,-103.8061,,,69.2,48.4,49,0,,18.8,27,1010.5,25.4,9.9
619994,2021,5,16,5/16/2021,18:40:00,5/16/2021 18:40,5/16/2021 23:40,3,TX,34.1122,-102.4394,34.1131,-102.4224,,,82.6,45.2,59.2,0.007,['rain'],4.3,160,1009.9,17.7,9.9
619995,2021,5,16,5/16/2021,21:46:00,5/16/2021 21:46,5/17/2021 2:46,3,TX,32.9656,-99.8055,32.9646,-99.8033,,,78.3,55.3,60.9,0,,10.3,120,1007.3,13.2,9.9
619996,2021,5,17,5/17/2021,11:43:00,5/17/2021 11:43,5/17/2021 16:43,3,NM,34.33,-106.48,34.3381,-106.4734,,,68.4,26.3,32.4,0,,7.2,47,1013.1,5.6,9.9
619997,2021,5,17,5/17/2021,11:48:00,5/17/2021 11:48,5/17/2021 16:48,3,LA,30.43,-91.94,30.4289,-91.9439,,,71.9,91.8,69.3,0.026,['rain'],4.7,79,1016.1,100,7.9
619998,2021,5,17,5/17/2021,12:13:00,5/17/2021 12:13,5/17/2021 17:13,3,LA,30.53,-91.95,30.5306,-91.9479,,,69.4,91.5,66.8,0.028,['rain'],3.2,62,1016.5,100,7.5
619999,2021,5,17,5/17/2021,12:14:00,5/17/2021 12:14,5/17/2021 17:14,3,LA,30.2,-92.96,30.2012,-92.9579,,,72.4,97.3,71.5,0.503,['rain'],9.3,59,1014.7,100,3.4
620000,2021,5,17,5/17/2021,12:17:00,5/17/2021 12:17,5/17/2021 17:17,3,LA,30.1157,-93.1997,30.1317,-93.1981,,,73.1,99.6,72.9,1.348,['rain'],6,68,1014.9,100,0.1
620001,2021,5,17,5/17/2021,12:45:00,5/17/2021 12:45,5/17/2021 17:45,3,NM,34.78,-106.7,34.7804,-106.7,,,69.9,26.8,34.2,0,,11,234,1011,28.3,9.9
620002,2021,5,17,5/17/2021,13:08:00,5/17/2021 13:08,5/17/2021 18:08,3,NM,35.52,-106.32,35.5391,-106.3401,,,67.4,32.5,36.9,0,,10.9,167,1007.5,43.7,9.9
620003,2021,5,17,5/17/2021,13:17:00,5/17/2021 13:17,5/17/2021 18:17,3,LA,30.1006,-92.3618,30.1013,-92.3595,,,74.2,91.2,71.5,0.018,['rain'],6.9,122,1015.5,100,7.4
620004,2021,5,17,5/17/2021,14:30:00,5/17/2021 14:30,5/17/2021 19:30,3,LA,30.28,-92.68,30.2826,-92.6784,,,72.6,99.9,72.6,0.109,['rain'],9.9,100,1014,100,8.2
620005,2021,5,17,5/17/2021,15:12:00,5/17/2021 15:12,5/17/2021 20:12,3,LA,30.27,-92.33,30.2715,-92.3293,,,73.2,95.4,71.8,0.06,['rain'],6.9,81,1014.4,100,7.9
620006,2021,5,17,5/17/2021,15:45:00,5/17/2021 15:45,5/17/2021 20:45,3,WY,41.76,-107.25,41.7568,-107.2478,,,69,34.2,39.7,0,,11.1,348,1007.4,26.9,9.9
620007,2021,5,17,5/17/2021,16:23:00,5/17/2021 16:23,5/17/2021 21:23,3,NM,34.52,-103.62,34.5245,-103.6202,,,75.2,44.9,52.4,0,,14.7,116,1007.1,84.4,9.9
620008,2021,5,17,5/17/2021,16:33:00,5/17/2021 16:33,5/17/2021 21:33,3,NM,35.55,-103.2,35.58,-103.23,,,77.4,42.9,53.1,0,,16.5,87,1005.3,34.9,9.9
620009,2021,5,17,5/17/2021,17:34:00,5/17/2021 17:34,5/17/2021 22:34,3,KS,37.7,-101.64,37.7051,-101.6364,,,71.4,60.3,56.9,0,,6.2,72,1012.9,50,9.9
620010,2021,5,17,5/17/2021,17:35:00,5/17/2021 17:35,5/17/2021 22:35,3,TX,35.5306,-102.582,35.5429,-102.5795,,,73.3,51,54.1,0,,15.4,92,1009.2,63.6,9.9
620011,2021,5,17,5/17/2021,18:11:00,5/17/2021 18:11,5/17/2021 23:11,3,TX,32.05,-101.18,32.05,-101.18,,,79.1,59.8,63.9,0.008,['rain'],15.2,90,1007.2,65.4,8.7
620012,2021,5,17,5/17/2021,18:50:00,5/17/2021 18:50,5/17/2021 23:50,3,TX,33.5173,-102.1432,33.5182,-102.136,,,75.7,53.9,57.8,0,,12.6,130,1005.2,80.9,9.9
620013,2021,5,18,5/18/2021,1:50:00,5/18/2021 1:50,5/18/2021 6:50,3,LA,30.3884,-90.1932,30.4073,-90.2026,,,74.1,88,70.3,0.037,['rain'],7.9,131,1016.1,100,8.4
620014,2021,5,18,5/18/2021,2:16:00,5/18/2021 2:16,5/18/2021 7:16,3,LA,29.975,-90.2596,29.979,-90.2573,,,76.9,82.4,71.1,0,,12.7,110,1016.1,100,9.9
620015,2021,5,18,5/18/2021,13:16:00,5/18/2021 13:16,5/18/2021 18:16,3,MS,32.0644,-88.7294,32.085,-88.7311,,,70,84.2,65,0.002,['rain'],5.6,110,1019.2,91.5,9.1
620016,2021,5,18,5/18/2021,13:59:00,5/18/2021 13:59,5/18/2021 18:59,3,MS,31.6031,-89.8684,31.609,-89.8835,,,72.7,90.5,69.8,0.003,['rain'],2.3,54,1017.3,87.4,9.3
620017,2021,5,18,5/18/2021,14:53:00,5/18/2021 14:53,5/18/2021 19:53,3,MS,31.8958,-89.9642,31.9074,-89.9856,,,72.5,84.6,67.6,0.004,['rain'],9.9,132,1016.7,98.3,8.7
620018,2021,5,18,5/18/2021,15:54:00,5/18/2021 15:54,5/18/2021 20:54,3,TX,29.4936,-96.8138,29.5135,-96.8282,,,79.7,73.5,70.5,0.007,['rain'],8.1,97,1010,100,9.5
620019,2021,5,18,5/18/2021,17:03:00,5/18/2021 17:03,5/18/2021 22:03,3,TX,32.8057,-101.8854,32.8052,-101.8841,,,80.5,30.8,46.9,0,,9.5,209,1009.5,55.3,9.9
620020,2021,5,18,5/18/2021,17:42:00,5/18/2021 17:42,5/18/2021 22:42,3,TX,29.7593,-96.9186,29.79,-96.8772,,,77.7,81.5,71.6,0.01,['rain'],8.4,94,1008.2,98.8,9.8
620021,2021,5,18,5/18/2021,18:23:00,5/18/2021 18:23,5/18/2021 23:23,3,AR,35.09,-92.77,35.09,-92.77,,,78.8,67.7,67.3,0,,9.7,105,1012.5,91,9.9
620022,2021,5,18,5/18/2021,20:16:00,5/18/2021 20:16,5/19/2021 1:16,3,TX,32.5776,-101.12,32.5775,-101.1198,,,79.3,47.8,57.8,0,,11.4,138,1008.4,22.1,9.9
620023,2021,5,19,5/19/2021,15:32:00,5/19/2021 15:32,5/19/2021 20:32,3,ND,46.852,-99.5657,46.85,-99.57,,,82.6,40.3,56.1,0,,13.9,255,1008.7,55.9,9.9
620024,2021,5,19,5/19/2021,18:37:00,5/19/2021 18:37,5/19/2021 23:37,3,MN,44.1849,-93.314,44.2071,-93.3169,,,70.7,80.4,64.4,0,,13,125,1015.7,87.2,9.8
620025,2021,5,19,5/19/2021,18:39:00,5/19/2021 18:39,5/19/2021 23:39,3,MN,44.1989,-93.3035,44.2032,-93.3042,,,70.8,80.3,64.4,0,,13,125,1015.7,87.2,9.8
620026,2021,5,19,5/19/2021,18:42:00,5/19/2021 18:42,5/19/2021 23:42,3,LA,29.9018,-90.3495,29.903,-90.3581,,,78.5,76.4,70.5,0.001,['rain'],16.5,87,1015.6,91.4,9.3
620027,2021,5,19,5/19/2021,18:42:00,5/19/2021 18:42,5/19/2021 23:42,3,MN,44.2135,-93.3378,44.2397,-93.3428,,,70.9,80,64.4,0,,13.2,124,1015.7,86.3,9.7
620028,2021,5,19,5/19/2021,18:56:00,5/19/2021 18:56,5/19/2021 23:56,3,MN,44.5394,-93.8252,44.5505,-93.8255,,,69,83.4,63.7,0.023,['rain'],11.2,354,1014.4,94.6,8.4
620029,2021,5,19,5/19/2021,19:13:00,5/19/2021 19:13,5/20/2021 0:13,3,MN,44.4055,-93.3002,44.4079,-93.3002,,,71.3,78.5,64.2,0,,12.5,128,1015.6,77.6,9.9
620030,2021,5,19,5/19/2021,19:17:00,5/19/2021 19:17,5/20/2021 0:17,3,MN,44.4328,-93.3115,44.4498,-93.312,,,71,78.6,64,0,,11.7,132,1015.6,68.6,9.9
620031,2021,5,19,5/19/2021,19:53:00,5/19/2021 19:53,5/20/2021 0:53,3,MN,44.6251,-93.2647,44.6277,-93.265,,,69.8,77.9,62.6,0,,9.2,150,1015.2,89,9.9
620032,2021,5,20,5/20/2021,14:25:00,5/20/2021 14:25,5/20/2021 19:25,3,TX,31.339,-94.8799,31.3759,-94.8884,,,74.4,88.7,70.9,0.011,['rain'],5.2,92,1014.8,92,9.9
620033,2021,5,20,5/20/2021,15:38:00,5/20/2021 15:38,5/20/2021 20:38,3,TX,32.5482,-94.6067,32.5489,-94.6068,,,72.6,89.5,69.4,0.021,['rain'],5.3,283,1015.3,100,4.8
620034,2021,5,20,5/20/2021,17:06:00,5/20/2021 17:06,5/20/2021 22:06,3,MO,39.753,-94.2773,39.7657,-94.2767,,,73.7,75.3,65.4,0,,10.1,150,1016.1,100,9.1
620035,2021,5,20,5/20/2021,20:04:00,5/20/2021 20:04,5/21/2021 1:04,3,IA,41.429,-94.017,41.4352,-94.0137,,,68.5,93,66.4,0,,3.5,95,1017.1,100,8.9
620036,2021,5,20,5/20/2021,20:44:00,5/20/2021 20:44,5/21/2021 1:44,3,IA,41.8136,-93.9174,41.8413,-93.9128,,,65.1,93.4,63.2,0.038,['rain'],6.7,213,1017.7,100,4.9
620037,2021,5,22,5/22/2021,13:29:00,5/22/2021 13:29,5/22/2021 18:29,3,CO,40.14,-103.7,40.14,-103.7,,,61.7,78.3,54.9,0,,13.3,53,1018.2,56.8,9.9
620038,2021,5,22,5/22/2021,13:46:00,5/22/2021 13:46,5/22/2021 18:46,3,CO,40.19,-103.56,40.19,-103.56,,,65.8,73.5,57.1,0,,14.6,51,1017.6,49.7,9.9
620039,2021,5,22,5/22/2021,14:02:00,5/22/2021 14:02,5/22/2021 19:02,3,CO,40.22,-103.41,40.22,-103.41,,,68.4,71.9,59,0,,13.2,51,1017,38.9,9.9
620040,2021,5,22,5/22/2021,14:07:00,5/22/2021 14:07,5/22/2021 19:07,3,CO,39.73,-104.42,39.73,-104.42,,,62.8,60.7,49,0,,7.4,33,1016.2,72,9.9
620041,2021,5,22,5/22/2021,14:44:00,5/22/2021 14:44,5/22/2021 19:44,3,CO,40.52,-102.96,40.52,-102.96,,,65.1,73.1,56.3,0,,14.3,52,1019.6,83.6,9.9
620042,2021,5,22,5/22/2021,15:55:00,5/22/2021 15:55,5/22/2021 20:55,3,CO,38.68,-103.73,38.68,-103.73,,,73.3,43.3,49.7,0,,27.2,147,1013.9,44.9,9.9
