,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility,mean,max,min,var,nonzeros,above_threshold,label,set
198,67.0,94.3,65.3,0.0,0,8.6,136.0,1006.2,73.1,7.6,22.311195373535156,46.70000076293945,0.0,129.6123809814453,2663,2663,0,val
66,70.1,94.7,68.5,0.151,1,4.0,154.0,1012.1,100.0,7.4,17.75298500061035,60.70000076293945,0.0,263.61419677734375,2684,2684,0,val
1349,77.5,79.4,70.7,0.0,0,11.6,189.0,1013.9,100.0,9.9,7.851100444793701,47.29999923706055,0.0,148.4202880859375,585,585,0,train
317,72.6,95.2,71.1,0.0,0,1.7,82.0,1006.2,84.9,8.2,11.133442878723145,57.400001525878906,0.0,290.8223876953125,628,628,0,train
1228,68.9,60.8,54.8,0.0,0,26.5,170.0,990.5,70.7,9.9,0.0,0.0,0.0,0.0,0,0,0,test
1045,63.0,90.6,60.2,0.0,0,7.6,189.0,1009.6,89.7,9.9,0.0,0.0,0.0,0.0,0,0,0,train
1256,70.2,75.1,61.9,0.0,0,24.9,178.0,989.9,89.0,9.9,0.0,0.0,0.0,0.0,0,0,0,val
1024,65.6,97.5,64.8,0.0,0,1.2,337.0,1008.2,78.3,8.8,16.45940589904785,53.10000228881836,0.0,329.3557434082031,842,842,0,train
1242,73.7,56.3,57.2,0.0,0,29.8,180.0,992.0,91.9,9.9,0.0,0.0,0.0,0.0,0,0,0,train
116,69.0,73.0,60.0,0.0,0,12.0,129.0,1005.1,89.0,9.9,22.332304000854492,64.0999984741211,0.0,247.6025390625,1338,1338,0,train
1335,63.5,81.3,57.7,0.0,0,10.4,151.0,992.3,99.8,9.7,0.03797101229429245,13.0,0.0,0.35874173045158386,9,9,0,train
178,70.8,85.8,66.3,0.027,1,9.8,180.0,1007.8,97.6,7.8,29.336584091186523,46.29999923706055,7.5,48.750953674316406,2236,2236,0,train
785,83.9,55.0,66.0,0.0,0,10.1,109.0,1003.5,81.0,7.1,12.821070671081543,55.29999923706055,0.0,316.7638854980469,693,693,0,train
255,78.1,56.4,61.3,0.001,1,7.1,157.0,1009.4,89.5,9.9,27.297679901123047,41.10000228881836,0.0,60.35581588745117,1623,1623,0,train
18,60.7,92.5,58.5,0.001,1,10.5,22.0,1011.7,100.0,2.8,30.671751022338867,50.79999923706055,0.0,200.71868896484375,1426,1426,0,train
530,88.9,33.9,56.8,0.0,0,12.2,115.0,1003.1,0.0,9.9,38.5652961730957,65.20000457763672,0.0,151.93939208984375,1670,1670,0,train
923,80.7,52.7,61.8,0.0,0,7.8,287.0,1006.3,99.3,9.9,0.41480833292007446,30.600000381469727,0.0,6.636104583740234,49,49,0,val
487,88.8,23.7,47.0,0.0,0,10.9,70.0,1018.4,0.0,9.9,16.56033706665039,51.20000076293945,0.0,291.3861083984375,981,981,0,val
507,72.3,66.0,60.3,0.003,1,13.3,92.0,1014.6,96.3,9.9,11.590609550476074,44.79999923706055,0.0,180.26890563964844,864,864,0,test
756,74.9,84.8,70.0,0.0,0,4.8,100.0,1012.6,98.2,6.9,0.0,0.0,0.0,0.0,0,0,0,train
682,80.8,82.4,74.9,0.0,0,12.8,165.0,1012.2,24.9,9.9,24.768064498901367,55.400001525878906,0.0,283.2492370605469,1197,1197,0,train
628,93.8,29.7,57.4,0.0,0,5.2,338.0,1009.5,0.0,9.9,3.829756259918213,48.20000076293945,0.0,108.59793853759766,212,212,0,test
1009,59.5,86.0,55.3,0.004,1,24.9,138.0,993.1,100.0,9.9,6.876524448394775,38.29999923706055,0.0,117.99224090576172,572,572,0,train
124,73.3,88.5,69.7,0.002,1,5.0,220.0,1008.1,100.0,7.6,27.635643005371094,54.20000076293945,0.0,164.2369842529297,2736,2736,0,train
538,78.1,84.4,73.0,0.022,1,5.3,142.0,1018.4,99.4,9.4,36.904449462890625,55.10000228881836,0.0,94.0845947265625,1601,1601,0,val
1287,67.6,73.9,59.0,0.0,0,20.8,170.0,991.5,93.9,9.9,0.0,0.0,0.0,0.0,0,0,0,test
1303,64.4,75.6,56.5,0.001,1,19.4,153.0,990.8,89.4,9.6,0.31569769978523254,13.40000057220459,0.0,2.7503724098205566,69,69,0,train
45,67.5,83.1,62.2,0.0,0,19.0,127.0,1006.8,100.0,9.7,13.9375,48.900001525878906,0.0,197.24583435058594,944,944,0,train
1092,67.8,84.0,62.8,0.0,0,13.1,180.0,1010.7,97.7,9.9,0.1138414740562439,20.0,0.0,1.5847169160842896,14,14,0,test
918,72.6,99.2,72.3,0.497,1,16.7,78.0,999.1,100.0,2.3,37.642295837402344,51.60000228881836,20.80000114440918,30.35382080078125,1849,1849,0,val
1273,69.6,66.2,57.9,0.0,0,30.5,173.0,991.9,91.4,9.9,0.0,0.0,0.0,0.0,0,0,0,train
476,80.2,54.2,62.2,0.0,0,17.5,166.0,1014.6,0.0,9.9,28.268596649169922,63.79999923706055,0.0,339.31182861328125,1285,1285,0,train
959,78.8,56.8,62.2,0.0,0,13.5,130.0,999.8,88.7,9.9,14.57921028137207,49.10000228881836,0.0,201.48062133789062,993,993,0,train
1329,61.2,80.9,55.3,0.026,1,17.4,141.0,987.8,80.8,7.8,15.691112518310547,39.0,0.0,113.81393432617188,1438,1438,0,train
186,72.0,86.6,67.8,0.0,0,11.7,160.0,1011.2,97.5,9.9,23.793048858642578,51.400001525878906,0.0,130.32492065429688,1439,1439,0,train
1031,65.6,88.2,62.1,0.002,1,8.0,218.0,1003.2,100.0,9.3,7.0149312019348145,37.70000076293945,0.0,120.95711517333984,567,567,0,train
1179,68.4,89.1,65.1,0.041,1,16.4,180.0,1002.1,100.0,8.7,8.353771209716797,42.0,0.0,150.42137145996094,655,655,0,train
159,74.9,79.2,68.0,0.005,1,5.9,181.0,1009.0,88.5,9.9,19.17453384399414,51.60000228881836,0.0,114.62689971923828,1575,1575,0,train
1215,76.7,65.4,64.2,0.0,0,11.7,203.0,1013.5,88.6,9.9,0.0,0.0,0.0,0.0,0,0,0,train
879,80.6,70.0,69.9,0.0,0,8.1,162.0,1012.2,0.9,9.9,1.103688359260559,36.29999923706055,0.0,26.086267471313477,83,83,0,train
1188,73.1,77.8,65.7,0.0,0,20.9,199.0,1004.8,100.0,9.3,0.02670595794916153,18.700000762939453,0.0,0.4606173634529114,5,5,0,train
869,87.2,62.0,72.6,0.0,0,12.5,139.0,1010.7,78.3,9.9,0.0,0.0,0.0,0.0,0,0,0,val
657,99.3,14.7,42.9,0.0,0,5.0,16.0,1013.1,13.6,9.9,7.799821376800537,63.0,0.0,235.01524353027344,433,433,0,train
707,77.2,88.3,73.5,0.0,0,8.5,194.0,1011.3,5.1,9.9,14.013527870178223,27.399999618530273,0.0,66.31192016601562,1442,1442,0,val
105,59.4,92.5,57.2,0.0,0,8.7,147.0,1005.2,100.0,4.3,6.00162410736084,34.79999923706055,0.0,78.72115325927734,655,655,0,train
290,75.2,71.2,65.2,0.0,0,7.9,206.0,1010.6,89.0,9.9,0.0,0.0,0.0,0.0,0,0,0,train
977,72.7,81.3,66.7,0.0,0,19.2,139.0,1001.3,29.5,9.9,2.837613821029663,45.0,0.0,87.07015228271484,161,161,0,test
878,80.8,69.9,70.1,0.0,0,8.4,161.0,1012.1,0.0,9.9,0.08925668895244598,17.5,0.0,1.518485188484192,9,9,0,train
139,74.5,74.3,65.8,0.003,1,9.0,186.0,1012.3,96.8,9.0,5.216876983642578,52.900001525878906,0.0,140.037353515625,1157,1157,0,val
967,75.0,65.3,62.5,0.0,0,9.3,124.0,1003.1,100.0,9.9,30.787370681762695,48.10000228881836,9.600000381469727,29.336212158203125,2162,2162,0,train
246,68.9,94.5,67.3,0.185,1,5.6,107.0,1009.1,100.0,2.3,32.449588775634766,51.900001525878906,14.100000381469727,43.79377746582031,2295,2295,0,train
1317,66.3,77.1,58.9,0.0,0,20.9,171.0,993.3,99.9,9.9,0.18428941071033478,17.5,0.0,2.4864511489868164,27,27,0,train
1110,57.8,72.8,49.1,0.0,0,15.2,150.0,1001.2,52.3,9.9,0.0,0.0,0.0,0.0,0,0,0,train
625,78.5,77.5,70.9,0.0,0,7.7,204.0,1010.0,63.9,9.9,0.7037115693092346,44.10000228881836,0.0,17.40646743774414,59,59,0,val
1314,62.8,80.7,56.8,0.001,1,13.2,141.0,991.2,93.9,9.6,12.867345809936523,38.400001525878906,0.0,118.68217468261719,1408,1408,0,val
1230,67.4,63.9,54.8,0.0,0,18.9,158.0,987.1,58.8,9.9,0.0,0.0,0.0,0.0,0,0,0,train
801,82.7,71.2,72.4,0.0,0,11.4,227.0,1007.3,96.0,9.6,17.321428298950195,54.20000076293945,0.0,369.2929382324219,873,873,0,test
69,65.8,90.8,63.1,0.0,0,7.1,131.0,1014.6,100.0,9.5,25.0887508392334,42.400001525878906,0.0,73.65650177001953,1555,1555,0,train
208,66.6,90.0,63.5,0.013,1,3.8,136.0,1005.3,94.0,9.8,31.73823356628418,53.70000076293945,10.0,48.089149475097656,1640,1640,0,train
1164,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,val
88,69.9,88.6,66.4,0.089,1,8.9,99.0,1004.6,93.6,7.7,25.047035217285156,55.400001525878906,0.0,172.7111358642578,1786,1786,0,train
217,69.4,79.7,62.8,0.0,0,11.1,132.0,1003.8,100.0,8.5,1.272186040878296,24.399999618530273,0.0,17.26982307434082,199,199,0,train
428,61.7,78.3,54.9,0.0,0,13.3,53.0,1018.2,56.8,9.9,11.388249397277832,52.400001525878906,0.0,219.42250061035156,664,664,0,train
725,77.8,69.6,67.1,0.0,0,8.8,190.0,1012.9,75.3,9.7,33.7086296081543,54.79999923706055,16.5,72.79174041748047,1680,1680,0,test
1313,62.9,80.0,56.6,0.002,1,14.8,142.0,990.7,90.3,9.4,21.0275821685791,38.79999923706055,0.0,74.12699127197266,1693,1693,0,train
299,66.4,87.4,62.6,0.0,0,6.7,170.0,1006.6,100.0,6.9,28.14479637145996,54.70000076293945,0.0,64.7038803100586,1679,1679,0,train
153,76.5,79.9,69.8,0.0,0,7.1,161.0,1010.6,97.9,7.1,0.5974171757698059,19.600000381469727,0.0,8.6591215133667,173,173,0,train
1294,69.2,69.0,58.5,0.0,0,19.7,160.0,993.9,100.0,9.9,0.022214453667402267,18.0,0.0,0.3089027404785156,7,7,0,train
496,66.8,61.3,53.0,0.0,0,8.1,41.0,1014.0,27.8,9.9,20.347341537475586,62.10000228881836,0.0,182.04141235351562,2031,2031,0,train
1292,66.8,79.6,60.3,0.0,0,24.9,165.0,991.1,94.8,9.9,0.0,0.0,0.0,0.0,0,0,0,train
282,68.2,90.5,65.3,0.025,1,5.3,187.0,1011.8,100.0,9.6,3.1914637088775635,44.79999923706055,0.0,71.70263671875,236,236,0,train
618,78.3,88.4,74.6,0.203,1,13.9,216.0,1009.5,93.8,6.9,1.2856707572937012,48.29999923706055,0.0,31.010007858276367,94,94,0,train
213,71.2,44.6,48.5,0.0,0,11.8,179.0,1003.8,32.3,9.9,0.005548780784010887,9.100000381469727,0.0,0.05046311765909195,1,1,0,train
1255,66.8,79.4,60.2,0.0,0,21.0,171.0,989.9,37.0,9.9,0.0,0.0,0.0,0.0,0,0,0,train
888,76.9,91.8,74.3,0.409,1,32.7,126.0,1005.6,100.0,4.9,35.848915100097656,49.60000228881836,23.30000114440918,19.915021896362305,1848,1848,0,test
954,83.8,54.2,65.5,0.0,0,12.5,159.0,1001.0,99.6,9.9,2.0906424522399902,31.600000381469727,0.0,38.0886116027832,199,199,0,val
887,76.9,90.8,74.0,0.525,1,27.5,110.0,999.8,100.0,1.4,37.709163665771484,51.400001525878906,26.100000381469727,19.331647872924805,1681,1681,0,test
25,75.6,74.3,66.9,0.0,0,9.6,173.0,1010.0,56.9,9.9,8.726539611816406,54.0,0.0,186.36767578125,606,606,0,train
970,73.5,82.4,67.8,0.0,0,18.0,157.0,1000.6,68.1,9.9,16.39318084716797,54.5,0.0,321.419677734375,1145,1145,0,train
1003,74.9,82.8,69.4,0.0,0,22.2,175.0,1002.7,94.4,9.9,0.0,0.0,0.0,0.0,0,0,0,test
1267,68.9,76.2,61.1,0.0,0,26.6,173.0,990.5,79.6,9.9,0.0,0.0,0.0,0.0,0,0,0,val
674,77.4,84.5,72.3,0.0,0,14.2,158.0,1013.6,81.7,9.9,13.54629135131836,45.5,0.0,196.9737548828125,997,997,0,train
691,83.7,74.0,74.6,0.014,1,5.4,180.0,1014.4,12.2,9.2,4.397071361541748,51.70000076293945,0.0,112.92555236816406,418,418,0,train
1140,73.9,76.2,65.9,0.0,0,18.3,180.0,1003.0,0.8,9.9,6.241428852081299,50.400001525878906,0.0,103.65486145019531,1700,1700,0,train
877,80.9,71.2,70.7,0.0,0,10.4,181.0,1012.8,19.8,9.9,0.5680276155471802,21.30000114440918,0.0,8.972408294677734,69,69,0,train
621,70.1,41.0,45.3,0.053,1,4.6,237.0,1015.9,22.2,9.9,0.5815625190734863,33.70000076293945,0.0,13.901477813720703,42,42,0,train
979,69.6,93.5,67.6,0.0,0,11.0,103.0,1001.1,81.8,9.9,1.0938749313354492,25.5,0.0,19.460586547851562,97,97,0,val
611,75.8,87.2,71.7,0.048,1,10.5,194.0,1009.7,100.0,7.5,9.009199142456055,40.60000228881836,0.0,123.0804214477539,857,857,0,train
757,74.8,83.6,69.5,0.0,0,7.3,118.0,1011.8,80.4,9.9,4.432727336883545,50.5,0.0,118.75676727294922,365,365,0,train
1345,54.6,94.2,53.0,0.006,1,12.6,126.0,991.4,100.0,7.4,1.0580357313156128,19.899999618530273,0.0,11.39743709564209,259,259,0,val
304,83.2,70.7,72.7,0.0,0,12.6,143.0,999.2,0.0,9.7,25.45281219482422,54.900001525878906,0.0,275.521484375,1309,1309,0,test
1214,68.6,79.2,61.9,0.0,0,18.7,230.0,1008.7,95.4,7.7,2.1540493965148926,35.5,0.0,37.64289093017578,293,293,0,val
1078,80.9,90.0,77.7,0.0,0,7.8,140.0,1004.5,100.0,6.8,22.408069610595703,50.20000076293945,0.0,183.38369750976562,1653,1653,0,train
1108,55.4,60.6,42.0,0.0,0,8.3,150.0,1001.5,79.6,9.9,0.0,0.0,0.0,0.0,0,0,0,val
505,72.6,65.2,60.2,0.002,1,13.3,94.0,1014.4,96.8,9.9,12.740549087524414,46.400001525878906,0.0,200.25784301757812,908,908,0,train
1308,61.2,83.0,56.0,0.002,1,16.5,135.0,989.6,75.9,9.4,15.461112022399902,52.20000076293945,0.0,103.69710540771484,1388,1388,0,train
406,70.0,84.2,65.0,0.002,1,5.6,110.0,1019.2,91.5,9.1,5.468988418579102,40.10000228881836,0.0,66.90196228027344,627,627,0,train
613,75.8,94.2,74.1,0.0,0,9.3,181.0,1010.4,100.0,9.9,32.397926330566406,57.5,0.0,101.38381958007812,1626,1626,0,train
826,79.6,84.4,74.5,0.207,1,11.9,141.0,1012.3,95.8,7.1,0.2120789885520935,28.80000114440918,0.0,3.4599709510803223,24,24,0,test
471,85.8,44.1,61.5,0.0,0,18.9,185.0,1011.0,4.1,9.9,5.0381927490234375,51.900001525878906,0.0,120.68986511230469,384,384,0,train
261,75.9,73.9,67.0,0.0,0,15.3,180.0,1004.3,89.0,9.9,16.937671661376953,49.70000076293945,0.0,175.83334350585938,1753,1753,0,train
636,78.5,93.7,76.6,0.153,1,14.2,125.0,1013.2,91.4,2.8,33.82151794433594,52.5,16.899999618530273,32.80795669555664,2091,2091,0,train
1095,68.4,78.5,61.4,0.0,0,13.2,175.0,1009.9,92.6,9.9,1.521130919456482,40.10000228881836,0.0,35.02333450317383,117,117,0,val
1085,77.8,83.6,72.4,0.034,1,15.5,135.0,1001.6,100.0,7.9,27.49905776977539,53.400001525878906,0.0,177.94151306152344,1649,1649,0,train
1319,66.0,78.0,58.9,0.0,0,20.4,170.0,993.3,99.4,9.9,2.6585538387298584,36.79999923706055,0.0,44.992958068847656,327,327,0,val
443,56.0,96.8,55.1,0.054,1,11.3,157.0,1010.6,100.0,2.4,3.535388708114624,51.70000076293945,0.0,93.86927032470703,315,315,0,val
1170,62.7,94.8,61.1,0.001,1,22.1,170.0,997.2,100.0,6.5,14.00204086303711,39.5,0.0,65.68610382080078,1898,1898,0,test
1134,73.3,76.0,65.3,0.0,0,21.0,180.0,1002.8,2.5,9.9,7.256956577301025,37.79999923706055,0.0,114.12938690185547,879,879,0,train
47,66.5,82.7,61.0,0.004,1,23.5,133.0,1008.1,98.5,8.4,21.633563995361328,58.20000076293945,0.0,214.14808654785156,1236,1236,0,train
477,76.1,62.1,62.2,0.0,0,8.0,22.0,1016.1,65.1,9.9,25.1549072265625,65.20000457763672,0.0,404.8249816894531,1196,1196,0,val
670,76.2,83.7,71.0,0.0,0,9.6,136.0,1013.6,69.7,9.7,2.3681821823120117,40.5,0.0,61.078102111816406,250,250,0,val
961,81.3,60.0,66.1,0.0,0,9.9,140.0,999.3,59.3,9.9,23.521102905273438,47.29999923706055,5.800000190734863,43.26572799682617,2303,2303,0,train
786,83.3,49.3,62.3,0.0,0,12.0,142.0,1004.2,36.7,8.7,4.171428680419922,36.29999923706055,0.0,75.08589172363281,403,403,0,val
858,86.5,61.2,71.6,0.0,0,5.4,63.0,1018.0,18.7,9.9,1.5391876697540283,50.400001525878906,0.0,49.15562438964844,79,79,0,train
1133,70.1,62.0,56.5,0.0,0,16.1,184.0,998.4,75.2,9.9,8.743245124816895,53.60000228881836,0.0,114.08370971679688,1280,1280,0,train
856,76.3,81.2,70.1,0.0,0,8.8,91.0,1012.4,96.0,9.9,2.9148752689361572,52.0,0.0,78.27965545654297,187,187,0,train
1131,74.5,72.8,65.1,0.003,1,11.5,225.0,1013.8,89.4,9.3,13.695610046386719,43.5,0.0,108.99061584472656,1123,1123,0,train
987,83.2,61.0,68.4,0.0,0,23.9,131.0,1002.0,34.5,8.9,23.067995071411133,52.5,0.0,240.22171020507812,1280,1280,0,train
448,74.0,55.2,56.9,0.0,0,33.3,160.0,1005.0,50.0,9.9,0.0,0.0,0.0,0.0,0,0,0,train
1029,65.6,97.5,64.9,0.031,1,4.0,222.0,1005.6,100.0,8.9,10.583868980407715,52.900001525878906,0.0,222.63790893554688,660,660,0,test
988,82.2,63.0,68.4,0.0,0,22.0,132.0,1002.3,34.5,9.9,18.093900680541992,54.79999923706055,0.0,273.748046875,1389,1389,0,test
1146,71.2,69.5,60.7,0.0,0,13.3,180.0,998.5,81.6,9.9,0.1860046535730362,12.90000057220459,0.0,1.670692801475525,38,38,0,train
455,69.1,85.2,64.5,0.0,0,10.5,122.0,1012.8,95.1,8.6,18.449581146240234,63.29999923706055,0.0,283.9923400878906,1468,1468,0,train
697,83.1,67.2,71.1,0.0,0,15.0,209.0,1008.3,85.3,6.3,1.2055681943893433,26.30000114440918,0.0,17.878026962280273,144,144,0,train
464,77.0,57.4,60.8,0.0,0,21.2,140.0,1014.1,42.7,9.9,13.117162704467773,63.0,0.0,358.86016845703125,793,793,0,train
762,76.7,87.8,72.8,0.052,1,11.7,253.0,1006.4,15.6,8.9,16.238780975341797,53.5,0.0,185.9396209716797,1143,1143,0,val
420,71.3,78.5,64.2,0.0,0,12.5,128.0,1015.6,77.6,9.9,19.800874710083008,50.60000228881836,0.0,188.94952392578125,1225,1225,0,val
603,80.5,60.6,65.6,0.024,1,20.3,162.0,1008.9,68.9,8.4,20.27799415588379,52.60000228881836,0.0,191.10609436035156,1381,1381,0,test
220,68.2,83.0,62.9,0.0,0,14.7,152.0,1010.3,100.0,9.9,0.0,0.0,0.0,0.0,0,0,0,test
423,74.4,88.7,70.9,0.011,1,5.2,92.0,1014.8,92.0,9.9,13.43453311920166,48.20000076293945,0.0,227.18020629882812,920,920,0,train
978,71.1,83.9,66.0,0.002,1,15.1,127.0,1001.2,21.6,9.9,1.606062412261963,30.899999618530273,0.0,30.957469940185547,130,130,0,test
482,81.8,53.6,63.4,0.0,0,15.1,169.0,1014.2,65.9,9.9,18.99772834777832,61.10000228881836,0.0,332.2915344238281,1145,1145,0,train
749,75.6,93.6,73.6,0.007,1,13.5,174.0,1007.7,100.0,8.3,15.773945808410645,55.60000228881836,0.0,330.1155700683594,1056,1056,0,val
665,76.2,89.5,72.8,0.001,1,10.7,120.0,1014.1,19.4,9.6,1.680191159248352,46.20000076293945,0.0,44.93024444580078,170,170,0,train
345,82.7,83.5,77.3,0.012,1,11.6,180.0,1009.1,69.5,7.2,18.269393920898438,37.29999923706055,0.0,137.69656372070312,1799,1799,0,train
1225,68.6,62.9,55.5,0.0,0,31.9,171.0,990.0,85.8,9.9,0.0,0.0,0.0,0.0,0,0,0,train
1093,68.2,81.5,62.3,0.0,0,13.2,178.0,1010.5,100.0,9.9,0.6410555839538574,38.900001525878906,0.0,14.967942237854004,54,54,0,train
20,66.3,93.1,64.2,0.001,1,10.1,138.0,1005.6,100.0,6.0,25.007970809936523,54.60000228881836,0.0,318.9466857910156,1278,1278,0,val
44,63.1,85.5,58.7,0.042,1,22.6,177.0,1005.2,96.5,7.1,6.366011619567871,50.400001525878906,0.0,95.09615325927734,638,638,0,train
922,79.8,54.7,62.1,0.0,0,7.9,303.0,1006.3,99.3,9.9,1.0578227043151855,33.0,0.0,16.6608943939209,122,122,0,train
114,58.8,92.8,56.7,0.0,0,16.7,130.0,1000.3,100.0,9.9,8.373054504394531,58.900001525878906,0.0,161.29869079589844,641,641,0,train
367,78.2,59.1,62.8,0.0,0,8.1,190.0,1012.0,62.6,9.9,5.586179256439209,58.79999923706055,0.0,197.02783203125,272,272,0,train
474,78.9,65.0,66.1,0.0,0,14.8,119.0,1015.3,4.2,9.9,9.473597526550293,56.20000076293945,0.0,229.9032440185547,565,565,0,test
123,72.4,80.4,66.0,0.045,1,13.9,191.0,1011.4,92.8,9.9,25.381919860839844,57.70000076293945,0.0,152.24398803710938,6405,6405,0,train
1015,63.4,100.0,63.4,0.0,0,1.4,52.0,1011.1,91.4,4.5,3.239462375640869,49.900001525878906,0.0,92.62031555175781,266,266,0,test
731,75.2,94.1,73.4,0.039,1,10.3,240.0,1012.9,100.0,8.1,5.629391193389893,42.400001525878906,0.0,133.33631896972656,353,353,0,test
960,78.5,60.1,63.6,0.0,0,10.7,133.0,1000.4,94.9,9.9,28.30892562866211,49.60000228881836,0.0,74.89790344238281,1844,1844,0,train
7,59.4,78.7,52.8,0.0,0,13.9,118.0,1010.8,56.1,9.9,31.897859573364258,42.10000228881836,16.80000114440918,18.207515716552734,1681,1681,0,test
905,82.2,84.3,77.0,0.025,1,9.0,198.0,1006.8,86.9,9.8,3.9312195777893066,53.10000228881836,0.0,115.74076080322266,220,220,0,train
414,82.6,40.3,56.1,0.0,0,13.9,255.0,1008.7,55.9,9.9,4.695062160491943,54.60000228881836,0.0,121.703125,297,297,0,train
792,82.4,77.2,74.6,0.0,0,14.2,216.0,1013.2,74.5,9.9,0.6025609970092773,18.0,0.0,6.907420635223389,88,88,0,train
849,84.3,81.0,77.8,0.0,0,18.7,150.0,1006.2,89.5,9.9,19.32026481628418,52.400001525878906,0.0,348.141845703125,1101,1101,0,train
522,73.6,93.7,71.6,0.052,1,3.3,145.0,1019.6,80.7,7.4,22.52481460571289,48.10000228881836,0.0,139.64508056640625,1367,1367,0,train
835,78.4,89.0,74.9,0.089,1,9.5,160.0,1015.7,100.0,9.4,31.835575103759766,50.0,0.0,92.05433654785156,1639,1639,0,train
53,52.3,79.5,46.1,0.0,0,9.7,74.0,1005.9,100.0,9.9,5.573635101318359,49.400001525878906,0.0,105.53288269042969,544,544,0,train
484,77.0,86.0,72.5,0.0,0,5.4,193.0,1014.9,75.6,9.9,0.0,0.0,0.0,0.0,0,0,0,train
1014,74.7,79.2,67.8,0.0,0,8.7,186.0,1010.8,39.4,9.3,0.006097560748457909,5.5,0.0,0.03075549192726612,2,2,0,val
1121,64.5,87.6,60.7,0.116,1,16.2,210.0,1006.5,86.1,9.9,20.988908767700195,52.900001525878906,0.0,243.74061584472656,1427,1427,0,test
541,92.0,33.2,59.0,0.0,0,24.2,140.0,1006.6,0.0,9.9,18.2814998626709,51.70000076293945,0.0,145.2252960205078,1429,1429,0,test
376,66.5,58.1,51.3,0.0,0,9.2,98.0,1017.3,15.3,7.8,13.71500015258789,53.900001525878906,0.0,220.37890625,943,943,0,test
354,86.0,56.5,68.8,0.0,0,13.5,202.0,1009.2,44.0,9.9,0.0,0.0,0.0,0.0,0,0,0,val
709,80.5,85.8,75.9,0.0,0,4.7,221.0,1012.0,28.6,9.9,5.226762771606445,30.0,0.0,57.154327392578125,690,690,0,test
1075,77.4,87.5,73.4,0.0,0,9.7,150.0,1002.4,97.4,9.9,0.7478125095367432,33.10000228881836,0.0,12.159933090209961,78,78,0,test
1091,64.6,84.2,59.7,0.003,1,11.4,171.0,1007.3,91.6,9.9,9.965437889099121,53.29999923706055,0.0,149.37681579589844,774,774,0,train
1058,75.6,61.3,61.4,0.0,0,14.3,190.0,1003.9,87.3,9.9,5.377000331878662,47.900001525878906,0.0,90.02562713623047,677,677,0,train
658,90.0,56.3,72.4,0.0,0,13.0,218.0,1010.9,45.9,9.9,14.593254089355469,55.0,0.0,345.78192138671875,757,757,0,train
1302,66.3,75.1,58.2,0.0,0,21.4,162.0,992.5,87.3,9.9,0.0,0.0,0.0,0.0,0,0,0,train
326,74.0,91.0,71.2,0.0,0,8.5,186.0,1006.4,91.5,8.8,0.25079545378685,42.70000076293945,0.0,6.855511665344238,18,18,0,val
846,82.5,65.2,69.7,0.004,1,18.5,156.0,1004.5,77.9,9.9,15.084118843078613,46.79999923706055,0.0,194.48928833007812,1112,1112,0,val
314,71.8,96.3,70.7,0.0,0,4.4,49.0,1004.8,45.4,5.0,28.454988479614258,61.79999923706055,0.0,250.50445556640625,1590,1590,0,train
1341,55.3,90.7,52.6,0.01,1,12.4,111.0,989.5,100.0,8.7,1.955947756767273,19.80000114440918,0.0,22.283414840698242,364,364,0,train
536,75.3,90.0,72.2,0.0,0,3.7,113.0,1018.7,99.5,9.9,29.228595733642578,53.0,0.0,98.47832489013672,1588,1588,0,train
121,72.5,97.6,71.8,0.006,1,7.9,196.0,1009.1,100.0,9.9,20.182451248168945,52.0,0.0,332.1470031738281,1002,1002,0,train
384,69.2,48.4,49.0,0.0,0,18.8,27.0,1010.5,25.4,9.9,2.5392935276031494,36.29999923706055,0.0,49.018001556396484,233,233,0,test
336,71.3,93.6,69.4,0.0,0,6.5,180.0,1009.2,93.5,9.0,0.5402276515960693,27.80000114440918,0.0,8.465076446533203,74,74,0,train
860,76.7,81.6,70.6,0.121,1,18.1,173.0,1012.1,80.3,3.2,10.460116386413574,56.900001525878906,0.0,221.55885314941406,702,702,0,train
1025,64.4,99.4,64.3,0.0,0,0.7,352.0,1008.1,88.8,7.1,12.328510284423828,56.400001525878906,0.0,255.01409912109375,780,780,0,test
843,82.1,77.5,74.4,0.0,0,12.1,152.0,1006.8,90.0,9.9,19.612714767456055,49.20000076293945,0.0,325.0890197753906,1133,1133,0,train
818,74.2,98.9,73.9,0.414,1,6.6,100.0,1013.4,100.0,2.4,6.927812576293945,38.5,0.0,122.9948959350586,495,495,0,train
760,75.6,82.0,69.7,0.0,0,9.7,202.0,1006.1,96.6,9.9,3.3983938694000244,38.0,0.0,72.4156494140625,265,265,0,train
936,59.2,81.7,53.6,0.036,1,6.5,172.0,1010.9,70.0,9.9,5.116085529327393,51.400001525878906,0.0,101.51913452148438,536,536,0,val
1116,56.9,96.5,55.9,0.178,1,9.2,181.0,1006.2,100.0,4.9,25.228282928466797,40.0,0.0,75.3054428100586,1654,1654,0,train
953,84.5,53.1,65.6,0.0,0,12.4,154.0,1000.7,98.9,9.9,0.07609819620847702,14.699999809265137,0.0,0.9737656116485596,14,14,0,train
